frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
19,1.0,0.0,0.0,0.0,1.0,1.0,0.3972602359,0.4293374365,0.4406474998,0.6561078837,0.5492958567,0.614754254
20,1.0,0.0,0.0,0.0,1.0,1.0,0.3983281345,0.430610596,0.4456522031,0.6500000499,0.5496456245,0.6255141246
21,1.0,0.0,0.0,0.0,1.0,1.0,0.4004918437,0.4363758682,0.4400715338,0.6517850255,0.5492958234,0.6169357257
22,1.0,0.0,0.0,0.0,1.0,1.0,0.4022798725,0.4486928117,0.4347049363,0.653333385,0.5457747856,0.6156862444
23,1.0,0.0,0.0,0.0,1.0,1.0,0.3976274668,0.4412431566,0.4336916507,0.6531526964,0.5425531832,0.6144572547
24,1.0,0.0,0.0,0.0,1.0,1.0,0.396546743,0.4432151999,0.4416516965,0.6561085028,0.5512367094,0.6175300339
25,1.0,0.0,0.0,0.0,1.0,1.0,0.4022797441,0.4486933515,0.4347047742,0.6533334766,0.5422537173,0.6196072346
26,1.0,0.0,0.0,0.0,1.0,1.0,0.3965758049,0.4420605645,0.4306049591,0.6502242419,0.5454546507,0.6166012046
27,1.0,0.0,0.0,0.0,1.0,1.0,0.3979921511,0.4414496408,0.433928602,0.6547080857,0.5406357769,0.6160000564
28,1.0,0.0,0.0,0.0,1.0,1.0,0.40192984,0.4467469027,0.4344703411,0.6517858632,0.5441695167,0.6166003237
29,1.0,0.0,0.0,0.0,1.0,1.0,0.3947527039,0.4346163851,0.4452423987,0.6636367161,0.5528170803,0.6275301816
30,1.0,0.0,0.0,0.0,1.0,1.0,0.4030009159,0.4453652178,0.4444445298,0.6622215236,0.5508771046,0.6299210871
31,1.0,0.0,0.0,0.0,1.0,1.0,0.3987038141,0.4416547788,0.4400715507,0.6591927269,0.5492959673,0.6254973066
32,1.0,0.0,0.0,0.0,1.0,1.0,0.4019104857,0.4385661624,0.4341636358,0.6637170375,0.5489508519,0.6294822772
33,1.0,0.0,0.0,0.0,1.0,1.0,0.3994216473,0.4335557813,0.4458258945,0.6577777647,0.5609753748,0.6224894565
34,1.0,0.0,0.0,0.0,1.0,1.0,0.4069153731,0.4473028247,0.4500000097,0.6578944595,0.559440829,0.6210934534
35,1.0,0.0,0.0,0.0,1.0,1.0,0.4001324773,0.4385664951,0.4395017933,0.6622228729,0.5559437824,0.621513705
36,1.0,0.0,0.0,0.0,1.0,1.0,0.3997766939,0.4376987098,0.4436363413,0.6499997021,0.5531917035,0.6234815129
37,1.0,0.0,0.0,0.0,1.0,1.0,0.4019300684,0.4504526318,0.4380610854,0.6607143738,0.549295906,0.6210943466
38,1.0,0.0,0.0,0.0,1.0,1.0,0.4055186878,0.4416547082,0.4434469875,0.6592918708,0.5492956924,0.6254976006
39,1.0,0.0,0.0,0.0,1.0,1.0,0.401209774,0.4381358428,0.439068059,0.6562501813,0.5457745875,0.6224897398
40,1.0,0.0,0.0,0.0,1.0,1.0,0.398713562,0.4436119468,0.4361702423,0.662222137,0.5473682498,0.6245057772
41,1.0,0.0,0.0,0.0,1.0,1.0,0.3990574764,0.4467472625,0.43705028,0.6576579465,0.5406362227,0.6245056256
42,1.0,0.0,0.0,0.0,1.0,1.0,0.4047919456,0.4449809936,0.4444442927,0.6504427168,0.5477030687,0.6230162058
43,1.0,0.0,0.0,0.0,1.0,1.0,0.4091072869,0.4485125534,0.4416517185,0.6535089844,0.5477033262,0.6220471837
44,1.0,0.0,0.0,0.0,1.0,1.0,0.4015615008,0.4453654568,0.4410713879,0.653332853,0.540350892,0.6181100019
45,1.0,0.0,0.0,0.0,1.0,1.0,0.4019298487,0.4361521044,0.4362657301,0.656250363,0.5441698169,0.619432516
46,1.0,0.0,0.0,0.0,1.0,1.0,0.4044503289,0.4414496313,0.4406473951,0.6533339512,0.5477029132,0.6279999687
47,1.0,0.0,0.0,0.0,1.0,1.0,0.3841209782,0.3944222921,0.4517303476,0.6492885009,0.5535712684,0.6244344473
48,1.0,0.0,0.0,0.0,1.0,1.0,0.2822410622,0.2349433738,0.4545454545,0.6301363978,0.5410449025,0.7142854691
49,1.0,0.0,0.0,0.0,1.0,1.0,0.264196969,0.1190740418,0.4877049707,0.6279069388,0.546875,0.7704921431
50,1.0,0.0,0.0,0.0,1.0,1.0,0.2680947273,0.1602875277,0.4674555775,0.6764702634,0.5547169827,0.7764713308
51,1.0,0.0,0.0,0.0,1.0,1.0,0.3117353258,0.2910462481,0.4593573188,0.6606061954,0.5677657343,0.6981129769
52,1.0,0.0,0.0,0.0,1.0,1.0,0.3468212468,0.344698246,0.4496268109,0.6612900943,0.5474454658,0.6560846008
53,1.0,0.0,0.0,0.0,1.0,1.0,0.3690811665,0.3725517521,0.4314441756,0.6633660795,0.5448031087,0.6490391738
54,1.0,0.0,0.0,0.0,1.0,1.0,0.3804795788,0.395836306,0.4389799824,0.660286926,0.5448031442,0.6425340173
55,1.0,0.0,0.0,0.0,1.0,1.0,0.3869397051,0.4012095254,0.4348624251,0.6587677286,0.5448029663,0.6428571429
56,1.0,0.0,0.0,0.0,1.0,1.0,0.3866450848,0.4015618091,0.4288322031,0.6556610065,0.542857165,0.6355554524
57,1.0,0.0,0.0,0.0,1.0,1.0,0.3895821769,0.4090241226,0.4280509813,0.6635514308,0.5373667464,0.6434784611
58,1.0,0.0,0.0,0.0,1.0,1.0,0.3932231351,0.4143593672,0.4189435328,0.6620365447,0.5338080431,0.6437766564
59,1.0,0.0,0.0,0.0,1.0,1.0,0.3885717675,0.4161377879,0.4231463771,0.6651164601,0.5373664421,0.6495727461
60,1.0,0.0,0.0,0.0,1.0,1.0,0.3882720715,0.4167286633,0.42266182,0.6620373997,0.5371025737,0.6398308162
61,1.0,0.0,0.0,0.0,1.0,1.0,0.3914782143,0.4184940886,0.4187725877,0.6635936663,0.5335689129,0.6497892778
62,1.0,0.0,0.0,0.0,1.0,1.0,0.3943744011,0.4135015744,0.4180179622,0.6666670002,0.5316899969,0.6425526717
63,1.0,0.0,0.0,0.0,1.0,1.0,0.3892752122,0.4114309718,0.423912953,0.6651170508,0.5406360356,0.6480682221
64,1.0,0.0,0.0,0.0,1.0,1.0,0.3944226447,0.4190639588,0.4178570652,0.6606336837,0.5333334369,0.6359830232
65,1.0,0.0,0.0,0.0,1.0,1.0,0.397976284,0.4273234411,0.4216216286,0.6606338726,0.5335688881,0.6363631391
66,1.0,0.0,0.0,0.0,1.0,1.0,0.387976444,0.4217503232,0.411448915,0.6635941544,0.5283686452,0.6428564105
67,1.0,0.0,0.0,0.0,1.0,1.0,0.395836207,0.4323824019,0.421146955,0.6561091537,0.5354608054,0.6352459839
68,1.0,0.0,0.0,0.0,1.0,1.0,0.3997767382,0.4326203636,0.4214286214,0.6562507091,0.5335687571,0.6367349148
69,1.0,0.0,0.0,0.0,1.0,1.0,0.3947524604,0.423791775,0.4254938249,0.6545456011,0.5371024362,0.6250002309
70,1.0,0.0,0.0,0.0,1.0,1.0,0.3894622261,0.4240590901,0.4501778381,0.6575345926,0.5492957143,0.6224066047
71,1.0,0.0,0.0,0.0,1.0,1.0,0.3923208011,0.4175990998,0.4511545919,0.6606335021,0.5489509672,0.6192464242
72,1.0,0.0,0.0,0.0,1.0,1.0,0.3826535097,0.4109203772,0.4510490093,0.6621011551,0.5470384693,0.6271183592
73,1.0,0.0,0.0,0.0,1.0,1.0,0.3854738902,0.4109204437,0.4432809858,0.6515837463,0.5400696305,0.6144066969
74,1.0,0.0,0.0,0.0,1.0,1.0,0.3817313253,0.4011599301,0.4548611008,0.640909209,0.5501728907,0.6120696274
75,1.0,0.0,0.0,0.0,1.0,1.0,0.3854741201,0.4025527315,0.4589878195,0.6380091614,0.5555553873,0.599138389
76,1.0,0.0,0.0,0.0,1.0,1.0,0.3830613898,0.4036206409,0.4616724822,0.6409085958,0.5559440801,0.6017317253
77,1.0,0.0,0.0,0.0,1.0,1.0,0.3750086853,0.40118463,0.4467714347,0.6372087749,0.5457743741,0.592105037
78,1.0,0.0,0.0,0.0,1.0,1.0,0.3535676662,0.3823487941,0.4343258493,0.6534651161,0.5338080537,0.6046517869
79,1.0,0.0,0.0,0.0,1.0,1.0,0.3571947543,0.3900699785,0.4542254543,0.6403938419,0.5431654914,0.5990788189
80,1.0,0.0,0.0,0.0,1.0,1.0,0.3558222627,0.3872841962,0.4485164962,0.6470589497,0.5428569755,0.6036870123
81,1.0,0.0,0.0,0.0,1.0,1.0,0.3512977312,0.3819291858,0.4393673405,0.66,0.5392857059,0.607477258
82,1.0,0.0,0.0,0.0,1.0,1.0,0.359798923,0.3827652337,0.4452173074,0.6521738669,0.5425532453,0.6064818112
83,1.0,0.0,0.0,0.0,1.0,1.0,0.3599386752,0.387684108,0.4388112271,0.655340583,0.5302493053,0.6055046602
84,1.0,0.0,0.0,0.0,1.0,1.0,0.3627988466,0.3940454328,0.4485166196,0.6442303049,0.5483869202,0.5954544011
85,1.0,0.0,0.0,0.0,1.0,1.0,0.3627988758,0.3930187989,0.4415357982,0.6490381586,0.5409251729,0.601810326
86,1.0,0.0,0.0,0.0,1.0,1.0,0.3540781623,0.3752354879,0.4485166749,0.6502467939,0.555160178,0.606634687
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1.0,0.0,0.0,0.5235987902,1.0,1.0,0.3485599136,0.410927218,0.5106760433,0.6071427906,0.590908988,0.5376879947
95,1.0,0.0,0.0,0.0,1.0,1.0,0.368312723,0.3993980353,0.4722222381,0.6281407608,0.5340909579,0.5687208333
96,1.0,0.0,0.0,0.0,1.0,1.0,0.3258254089,0.3564048333,0.4816849404,0.5898877068,0.5471695719,0.5449731212
97,1.0,0.0,0.0,0.0,1.0,1.0,0.3725192008,0.3761536459,0.4581817955,0.6390247991,0.5490907629,0.5893718704
98,1.0,0.0,0.0,0.0,1.0,1.0,0.3572013036,0.3546407023,0.4584838184,0.6414137728,0.5448029242,0.6060607381
99,1.0,0.0,0.0,0.0,1.0,1.0,0.3722691105,0.366221801,0.4587155765,0.6403935116,0.5451261389,0.6059115328
100,1.0,0.0,0.0,0.0,1.0,1.0,0.3822999764,0.3765753211,0.4626593256,0.6285712245,0.5464283543,0.5971557484
101,1.0,0.0,0.0,0.0,1.0,1.0,0.4012356875,0.3831784759,0.4598540934,0.6227273528,0.5583038601,0.6082947297
102,1.0,0.0,0.0,0.0,1.0,1.0,0.4008654242,0.3878950535,0.4682396059,0.6199093324,0.5594405541,0.6036034884
103,1.0,0.0,0.0,0.0,1.0,1.0,0.3983279751,0.3948841139,0.4601449616,0.6272729332,0.5559443577,0.6150446041
104,1.0,0.0,0.0,0.0,1.0,1.0,0.4066444,0.3900259064,0.4683544428,0.6177781825,0.5644598245,0.5982138166
105,1.0,0.0,0.0,0.0,1.0,1.0,0.397959401,0.38265325,0.4618182632,0.6255709069,0.5559440955,0.6118721011
106,1.0,0.0,0.0,0.0,1.0,1.0,0.3619301745,0.3566914867,0.3988969686,0.6446704194,0.5017667696,0.628712765
107,1.0,0.0,0.0,0.0,1.0,1.0,0.3652507289,0.372132559,0.3527272727,0.6517415567,0.4574469926,0.6285708086
108,1.0,0.0,0.0,0.0,1.0,1.0,0.3608093277,0.381412301,0.3411551991,0.6699998035,0.4452297542,0.6342594745
109,1.0,0.0,0.0,0.0,1.0,1.0,0.3601592515,0.3699686941,0.3495495797,0.6599991425,0.4561405064,0.6255926887
110,1.0,0.0,0.0,0.0,1.0,1.0,0.3687781563,0.3752229992,0.3404633632,0.6521733593,0.4532871683,0.6175106156
111,1.0,0.0,0.0,0.0,1.0,1.0,0.3736569609,0.3730555493,0.3484572149,0.6601940717,0.4548611124,0.6232554685
112,1.0,0.0,0.0,0.0,1.0,1.0,0.3760274803,0.379098859,0.3501349974,0.6555020637,0.4620687267,0.6272728459
113,1.0,0.0,0.0,0.0,1.0,1.0,0.3844004857,0.3973891381,0.3381038221,0.6651168564,0.4539249406,0.635192789
114,1.0,0.0,0.0,0.0,1.0,1.0,0.391202311,0.3936157926,0.3422698525,0.6529681337,0.4554793037,0.6217390339
115,1.0,0.0,0.0,0.0,1.0,1.0,0.3900259767,0.3833473911,0.3369467487,0.6574073979,0.4520549343,0.6339287475
116,1.0,0.0,0.0,0.0,1.0,1.0,0.3718430843,0.3665772354,0.3067152006,0.6536590637,0.4290657214,0.6320758364
117,1.0,0.0,0.0,0.0,1.0,1.0,0.3737748987,0.3873268537,0.2935862292,0.6714977466,0.4117646617,0.6294641127
118,1.0,0.0,0.0,0.0,1.0,1.0,0.3846091125,0.3863823271,0.2971996556,0.6666670089,0.4123710179,0.6266669129
119,1.0,0.0,0.0,0.0,1.0,1.0,0.3979595442,0.3966856898,0.3036363224,0.6575346963,0.4261168333,0.6233768806
120,1.0,0.0,0.0,0.0,1.0,1.0,0.4052282237,0.4025055355,0.3018182249,0.6502247966,0.4266210086,0.6186435916
121,1.0,0.0,0.0,0.0,1.0,1.0,0.3953833869,0.3966856312,0.3131868862,0.6574075666,0.4329898261,0.6233761199
122,1.0,0.0,0.0,0.0,1.0,1.0,0.4001421154,0.3984028727,0.319926732,0.6666660019,0.4398624863,0.6293107668
123,1.0,0.0,0.0,0.0,1.0,1.0,0.4085309899,0.4035550797,0.3266422946,0.6562499392,0.4501716863,0.6212764616
124,1.0,0.0,0.0,0.0,1.0,1.0,0.397567826,0.3990825653,0.3333333333,0.6620375973,0.4444444024,0.6217395258
125,1.0,0.0,0.0,0.0,1.0,1.0,0.3890814327,0.3865439246,0.3191882797,0.6682463818,0.4355399135,0.6306311354
126,1.0,0.0,0.0,0.0,1.0,1.0,0.3942749914,0.3987322521,0.3174311294,0.6697678273,0.4390243902,0.6244543183
127,1.0,0.0,0.0,0.0,1.0,1.0,0.3921166199,0.3931372875,0.3175183341,0.6697678396,0.4335665245,0.6266667575
128,1.0,0.0,0.0,0.0,1.0,1.0,0.392927473,0.3980534291,0.3183047124,0.6651373102,0.4379312338,0.6233765371
129,1.0,0.0,0.0,0.0,1.0,1.0,0.3921862958,0.3938775657,0.3146473084,0.6589863045,0.4305556132,0.6255503399
130,1.0,0.0,0.0,0.0,1.0,1.0,0.3826893129,0.3942437997,0.3214603073,0.6604655184,0.4359862154,0.6271930792
131,1.0,0.0,0.0,0.0,1.0,1.0,0.3812488002,0.3973477619,0.3262032481,0.658878252,0.444444234,0.6200869157
132,1.0,0.0,0.0,0.0,1.0,1.0,0.3797161638,0.3861479105,0.3369175624,0.6603766993,0.4510488938,0.6244342375
133,1.0,0.0,0.0,0.0,1.0,1.0,0.3846773593,0.387895081,0.3291367454,0.6635516978,0.4475523274,0.626126512
134,1.0,0.0,0.0,0.0,1.0,1.0,0.3781673201,0.3857491988,0.3279278342,0.6571428273,0.4491226465,0.6181821624
135,1.0,0.0,0.0,0.0,1.0,1.0,0.3868807032,0.3952496464,0.3261648199,0.6620369013,0.4494775904,0.6167404483
136,1.0,0.0,0.0,0.0,1.0,1.0,0.3756894002,0.3844004887,0.3147482969,0.6555021839,0.4405593505,0.622727107
137,1.0,0.0,0.0,0.0,1.0,1.0,0.3841206361,0.3871078646,0.3296903515,0.6587672142,0.4471831589,0.6090907662
138,1.0,0.0,0.0,0.0,1.0,1.0,0.3680253404,0.3721698202,0.3321300537,0.6666673732,0.4510488163,0.6150234361
139,1.0,0.0,0.0,0.0,1.0,1.0,0.3904629356,0.3873270537,0.3781362376,0.6559639699,0.4948097213,0.6205358537
140,1.0,0.0,0.0,0.0,1.0,1.0,0.3895821283,0.3896425499,0.3934426818,0.6495326242,0.5139861478,0.6098651317
141,1.0,0.0,0.0,0.0,1.0,1.0,0.3921164391,0.3853482645,0.3959853616,0.6465122141,0.5176057372,0.6164379494
142,1.0,0.0,0.0,0.0,1.0,1.0,0.375018106,0.3730312874,0.400728603,0.65048517,0.5211265392,0.6226417809
143,1.0,0.0,0.0,0.0,1.0,1.0,0.3770457678,0.3756640115,0.3916967177,0.6602869068,0.5139858197,0.6325587003
144,1.0,0.0,0.0,0.0,1.0,1.0,0.3707021059,0.3861481088,0.3963636707,0.6568622457,0.5174827344,0.6334841053
145,1.0,0.0,0.0,0.0,1.0,1.0,0.3704983704,0.3809064739,0.3942132961,0.6634148325,0.5174824344,0.62844003
146,1.0,0.0,0.0,0.0,1.0,1.0,0.3772848021,0.3809062904,0.3901996287,0.6586541906,0.510489564,0.6376147896
147,1.0,0.0,0.0,0.0,1.0,1.0,0.3779708086,0.3756641588,0.3927273028,0.6586540116,0.5139861809,0.6325580879
148,1.0,0.0,0.0,0.0,1.0,1.0,0.3844008435,0.3783100845,0.3919414315,0.6476191962,0.5140844231,0.6139537341
149,1.0,0.0,0.0,0.0,1.0,1.0,0.3888735343,0.3886716929,0.4236363488,0.6542062846,0.5520833254,0.6339283277
150,1.0,0.0,0.0,0.0,1.0,1.0,0.3925734618,0.3894376314,0.463063157,0.6559628996,0.5896552143,0.6283182564
151,1.0,0.0,0.0,0.0,1.0,1.0,0.3864750385,0.3769520235,0.4586331258,0.6558142027,0.5847752893,0.6422017976
152,1.0,0.0,0.0,0.0,1.0,1.0,0.3786037256,0.37607889,0.456014358,0.6682473419,0.5876289052,0.6392693971
153,1.0,0.0,0.0,0.0,1.0,1.0,0.3826128181,0.3795132863,0.4597495305,0.663551624,0.5876289795,0.638008932
154,1.0,0.0,0.0,0.0,1.0,1.0,0.3844007948,0.3821396432,0.4615384615,0.6651164984,0.5951556671,0.633484208
155,1.0,0.0,0.0,0.0,1.0,1.0,0.3844009592,0.3859911853,0.4615385145,0.6558138345,0.5896550874,0.6294646891
156,1.0,0.0,0.0,0.0,1.0,1.0,0.3832986967,0.3808217107,0.4623655277,0.6542053379,0.5896551711,0.6244344388
157,1.0,0.0,0.0,0.0,1.0,1.0,0.3819295617,0.3825451116,0.464285767,0.6542058677,0.5931034483,0.626125947
158,1.0,0.0,0.0,0.0,1.0,1.0,0.3741130141,0.3830610617,0.4647378285,0.6666666667,0.5958191209,0.6363636364
159,1.0,0.0,0.0,0.0,1.0,1.0,0.3810820573,0.3808220211,0.4712230209,0.6650947242,0.5965518541,0.6380088258
160,1.0,0.0,0.0,0.0,1.0,1.0,0.3770455773,0.372614195,0.4711189899,0.660287465,0.5958187493,0.6308408316
161,1.0,0.0,0.0,0.0,1.0,1.0,0.3790986575,0.3830611342,0.4664246014,0.6602865699,0.5958186232,0.6318182401
162,1.0,0.0,0.0,0.0,1.0,1.0,0.3829976454,0.3875031884,0.4689781675,0.6666666667,0.5929824107,0.6380094772
163,1.0,0.0,0.0,0.0,1.0,1.0,0.3811738605,0.3787361801,0.4598540723,0.6698560722,0.5859650243,0.6342588782
164,1.0,0.0,0.0,0.0,1.0,1.0,0.3793502181,0.3791589419,0.4671532291,0.6634611575,0.587412659,0.6359443781
165,1.0,0.0,0.0,0.0,1.0,1.0,0.3807395807,0.3937729193,0.4597068104,0.6634607687,0.5795051021,0.6188340763
166,1.0,0.0,0.0,0.0,1.0,1.0,0.3848214989,0.3844006921,0.4671532577,0.6682463324,0.5874126329,0.6318186886
167,1.0,0.0,0.0,0.0,1.0,1.0,0.3866456908,0.3848023242,0.4671532541,0.6650943786,0.5853658444,0.628959182
168,1.0,0.0,0.0,0.0,1.0,1.0,0.3803020855,0.3818291905,0.4687499186,0.666667369,0.5845068801,0.6359448672
169,1.0,0.0,0.0,0.0,1.0,1.0,0.385940984,0.3804105761,0.4663023231,0.6650946347,0.5813149127,0.627272916
170,1.0,0.0,0.0,0.0,1.0,1.0,0.3925077779,0.3917672007,0.46363638,0.6620372962,0.5888500888,0.6222218096
171,1.0,0.0,0.0,0.0,1.0,1.0,0.3885713698,0.3938772122,0.4575045326,0.6697674324,0.5763891448,0.6387666006
172,1.0,0.0,0.0,0.0,1.0,1.0,0.3932228831,0.3956125279,0.4626594446,0.6666663284,0.5833335235,0.6315781885
173,1.0,0.0,0.0,0.0,1.0,1.0,0.3928332966,0.3966317957,0.4625228324,0.6604648968,0.5734266839,0.6299558145
174,1.0,0.0,0.0,0.0,1.0,1.0,0.3845404949,0.3799962605,0.4682395482,0.6650936934,0.5833333975,0.634702882
175,1.0,0.0,0.0,0.0,1.0,1.0,0.3809122949,0.3747906905,0.4700545703,0.6666663185,0.5833333333,0.6342588033
176,1.0,0.0,0.0,0.0,1.0,1.0,0.3835695874,0.3795130961,0.4666666534,0.6666663196,0.5876287953,0.6289592942
177,1.0,0.0,0.0,0.0,1.0,1.0,0.3863537905,0.3869365748,0.464609788,0.6713617475,0.5868052783,0.6367710549
178,1.0,0.0,0.0,0.0,1.0,1.0,0.3835695204,0.3938771311,0.4702703181,0.6760564102,0.5868058227,0.6387659265
179,1.0,0.0,0.0,0.0,1.0,1.0,0.3871713712,0.3855979835,0.4720719514,0.6604644943,0.5951557606,0.6278028804
180,1.0,0.0,0.0,0.0,1.0,1.0,0.3918671052,0.3987321651,0.4730216601,0.6651373668,0.5888500419,0.6200871407
181,1.0,0.0,0.0,0.0,1.0,1.0,0.3882724509,0.3990825253,0.4712228826,0.6712957994,0.5937500593,0.6173916021
182,1.0,0.0,0.0,0.0,1.0,1.0,0.3838563071,0.4014999794,0.4707965504,0.6774189595,0.5862068044,0.6266096707
183,1.0,0.0,0.0,0.0,1.0,1.0,0.3837143489,0.3863821701,0.4714285013,0.6651170363,0.5945017234,0.6266659752
184,1.0,0.0,0.0,0.0,1.0,1.0,0.3765753501,0.3816360102,0.4678572132,0.6777253277,0.5924655688,0.6367713986
185,1.0,0.0,0.0,0.0,1.0,1.0,0.3839868356,0.3942434258,0.4596050816,0.6635512293,0.5847749946,0.6228071358
186,1.0,0.0,0.0,0.0,1.0,1.0,0.3928966393,0.4050369127,0.4637681059,0.6728109578,0.5824562614,0.6320345747
187,1.0,0.0,0.0,0.0,1.0,1.0,0.380653818,0.391389829,0.4657039519,0.672985895,0.5874123575,0.6294648526
188,1.0,0.0,0.0,0.0,1.0,1.0,0.3878698273,0.4047035958,0.4620938289,0.6697671571,0.5774647779,0.6304346374
189,1.0,0.0,0.0,0.0,1.0,1.0,0.3917959027,0.399776692,0.4682396069,0.6620365052,0.5964909849,0.6315787446
190,1.0,0.0,0.0,0.0,1.0,1.0,0.3873525136,0.4026021051,0.4680073159,0.6650936159,0.586572349,0.6359649038
191,1.0,0.0,0.0,0.0,1.0,1.0,0.3888740052,0.4072458906,0.4636363402,0.6588789008,0.5836298877,0.6288205772
192,1.0,0.0,0.0,0.0,1.0,1.0,0.386188769,0.4106099202,0.4543828046,0.6574070699,0.5734265146,0.621276168
193,1.0,0.0,0.0,0.0,1.0,1.0,0.3940452185,0.4039552922,0.464157688,0.659090864,0.581881447,0.6206894604
194,1.0,0.0,0.0,0.0,1.0,1.0,0.3885714218,0.4064628743,0.4575045967,0.6558134768,0.5739438174,0.6233765007
195,1.0,0.0,0.0,0.0,1.0,1.0,0.3849569609,0.4008362587,0.4683543779,0.6619717732,0.5830388693,0.6343614708
196,1.0,0.0,0.0,0.0,1.0,1.0,0.3886719426,0.40822274,0.4623655157,0.6635939875,0.5704225542,0.6250003531
197,1.0,0.0,0.0,0.0,1.0,1.0,0.3850894875,0.4117420368,0.4480286494,0.6697668678,0.5669012211,0.6410254504
198,1.0,0.0,0.0,0.0,1.0,1.0,0.366401816,0.3730058762,0.384754975,0.6633666805,0.5000001957,0.6459328839
199,1.0,0.0,0.0,0.0,1.0,1.0,0.361616448,0.3635962931,0.3436362918,0.6482406585,0.4516127529,0.6009849796
200,1.0,0.0,0.0,0.0,1.0,1.0,0.3670677648,0.3632723396,0.349090843,0.6485144093,0.4574468946,0.6146339498
201,1.0,0.0,0.0,0.0,1.0,1.0,0.3761536098,0.3599389706,0.3490909416,0.652174005,0.4615383145,0.6165046017
202,1.0,0.0,0.0,0.0,1.0,1.0,0.3931630107,0.3721698501,0.3419118263,0.6495325856,0.454545629,0.6244128598
203,1.0,0.0,0.0,0.0,1.0,1.0,0.3949105087,0.3670363171,0.3333333333,0.6350712887,0.4517239645,0.6197186022
204,1.0,0.0,0.0,0.0,1.0,1.0,0.4043544074,0.3795131332,0.3301527854,0.6367922312,0.4432990841,0.6244343138
205,1.0,0.0,0.0,0.0,1.0,1.0,0.4280515952,0.3892381981,0.3555992044,0.6467893744,0.4625851737,0.6244537255
