frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio
43,1.0,0.0,0.0,0.0,1.0,1.0,0.3470281147,0.3105064512,0.05531382561,0.0531013608
44,1.0,0.0,0.0,0.0,1.0,1.0,0.3596245024,0.3206680587,0.05679732561,0.05431592464
45,1.0,0.0,0.0,0.0,1.0,1.0,0.3478624716,0.3096634373,0.05431032181,0.05210483074
46,1.0,0.0,0.0,0.0,1.0,1.0,0.3473995629,0.302810895,0.05384749174,0.05053377151
47,1.0,0.0,0.0,0.0,1.0,1.0,0.346657469,0.3101162867,0.05397564173,0.05182731152
48,1.0,0.0,0.0,0.0,1.0,1.0,0.3471013388,0.3121233914,0.05358630419,0.05197060108
49,1.0,0.0,0.0,0.0,1.0,1.0,0.3099875262,0.2572332321,0.04690349102,0.04232090712
50,1.0,0.0,0.0,0.0,1.0,1.0,0.2552565581,0.1803116214,0.03720653057,0.02872562408
51,1.0,0.0,0.0,0.0,1.0,1.0,0.2738754876,0.2006178305,0.03833180666,0.03146642447
52,1.0,0.0,0.0,0.0,1.0,1.0,0.3227163619,0.2587205993,0.04760593176,0.04212397337
53,1.0,0.0,0.0,0.0,1.0,1.0,0.3508096236,0.3011787723,0.05446457863,0.05077689886
54,1.0,0.0,0.0,0.0,1.0,1.0,0.3740823435,0.3246484192,0.0558591485,0.05388426781
55,1.0,0.0,0.0,0.0,1.0,1.0,0.3766839213,0.3410256447,0.05599373579,0.05683779716
56,1.0,0.0,0.0,0.0,1.0,1.0,0.3654674225,0.3210125647,0.05408239365,0.05353051424
57,1.0,0.0,0.0,0.0,1.0,1.0,0.3639322076,0.3234441319,0.05471199751,0.05498695374
58,1.0,0.0,0.0,0.0,1.0,1.0,0.3655201023,0.3320929295,0.05592000484,0.0567304492
59,1.0,0.0,0.0,0.0,1.0,1.0,0.3381371854,0.3067907727,0.05135917664,0.05189418793
60,1.0,0.0,0.0,0.0,1.0,1.0,0.3454014963,0.3140660777,0.05411660671,0.05438452959
61,1.0,0.0,0.0,0.0,1.0,1.0,0.3275759851,0.3044454548,0.05215013027,0.05268234015
62,1.0,0.0,0.0,0.0,1.0,1.0,0.3173904711,0.294787775,0.05036967993,0.05010169744
63,1.0,0.0,0.0,0.0,1.0,1.0,0.310259066,0.2802922721,0.04977548122,0.04759955406
64,1.0,0.0,0.0,0.0,1.0,1.0,0.3015627401,0.283281252,0.04936861992,0.04801976681
65,1.0,0.0,0.0,0.0,1.0,1.0,0.290027773,0.273010357,0.0476757288,0.04632127285
66,1.0,0.0,0.0,0.0,1.0,1.0,0.2709522305,0.2634314796,0.04422950745,0.04369992018
67,1.0,0.0,0.0,0.0,1.0,1.0,0.2913352072,0.2825895397,0.04760605097,0.04681259394
68,1.0,0.0,0.0,0.0,1.0,1.0,0.3251102825,0.3180040196,0.0544963479,0.05475705862
69,1.0,0.0,0.0,0.0,1.0,1.0,0.3224005951,0.3184198643,0.05351257324,0.05455672741
70,1.0,0.0,0.0,0.0,1.0,1.0,0.3159427645,0.3068197263,0.05328422785,0.05328422785
71,1.0,0.0,0.0,0.0,1.0,1.0,0.3125699259,0.3004364804,0.05142170191,0.05116456747
72,1.0,0.0,0.0,0.0,1.0,1.0,0.3215871251,0.3083385022,0.05225723982,0.05200105906
73,1.0,0.0,0.0,0.0,1.0,1.0,0.3323559698,0.3225473172,0.0537173152,0.054484725
74,1.0,0.0,0.0,0.0,1.0,1.0,0.3397946355,0.3214670028,0.05536311865,0.05484324694
75,1.0,0.0,0.0,0.0,1.0,1.0,0.340166593,0.325435444,0.05487823486,0.05513954163
76,1.0,0.0,0.0,0.0,1.0,1.0,0.351700478,0.333659983,0.05743336678,0.05716991425
77,1.0,0.0,0.0,0.0,1.0,1.0,0.3586470731,0.3341788709,0.05769503117,0.05716580153
78,1.0,0.0,0.0,0.0,1.0,1.0,0.360774038,0.3387680737,0.05825829506,0.05799591541
79,1.0,0.0,0.0,0.0,1.0,1.0,0.3681275964,0.3362321345,0.05949437618,0.05868679285
80,1.0,0.0,0.0,0.0,1.0,1.0,0.3771793126,0.3418338735,0.06072795391,0.05965787172
81,1.0,0.0,0.0,0.0,1.0,1.0,0.3693403936,0.3263801251,0.05897831917,0.05706697702
82,1.0,0.0,0.0,0.0,1.0,1.0,0.3390465013,0.205570793,0.05152082443,0.03481900692
83,1.0,0.0,0.0,0.0,1.0,1.0,0.4094098386,0.09477469447,0.05886137486,0.01586949825
84,1.0,0.0,0.0,0.0,1.0,1.0,0.4111753855,0.1118253668,0.05641680956,0.0178745985
85,1.0,0.0,0.0,0.0,1.0,1.0,0.3605163477,0.2257873773,0.05389177799,0.03837317228
86,1.0,0.0,0.0,0.0,1.0,1.0,0.3794176904,0.3347964625,0.05735635757,0.05679678917
87,1.0,0.0,0.0,0.0,1.0,1.0,0.4134351645,0.3715454856,0.06334066391,0.06475442648
88,1.0,0.0,0.0,0.0,1.0,1.0,0.4296325312,0.3946017204,0.06671440601,0.06897592545
89,1.0,0.0,0.0,0.0,1.0,1.0,0.4299069771,0.400750192,0.06549984217,0.06913870573
90,1.0,0.0,0.0,0.0,1.0,1.0,0.4199638829,0.3968847976,0.065069139,0.06897890568
91,1.0,0.0,0.0,0.0,1.0,1.0,0.410212037,0.3965528076,0.06309878826,0.06808024645
92,1.0,0.0,0.0,0.0,1.0,1.0,0.4117947036,0.3895587754,0.06385761499,0.06687235832
93,1.0,0.0,0.0,0.0,1.0,1.0,0.4033144974,0.3799795862,0.06249600649,0.06523710489
94,1.0,0.0,0.0,0.0,1.0,1.0,0.4169451405,0.3962753447,0.06522369385,0.06823819876
95,1.0,0.0,0.0,0.0,1.0,1.0,0.4116893856,0.3902582857,0.06417107582,0.06717485189
96,1.0,0.0,0.0,0.0,1.0,1.0,0.4153984345,0.3940106885,0.06410127878,0.06738853455
97,1.0,0.0,0.0,0.0,1.0,1.0,0.4184942484,0.3994583585,0.06505703926,0.06890004873
98,1.0,0.0,0.0,0.0,1.0,1.0,0.4194088019,0.4004175558,0.06473237276,0.06886422634
99,1.0,0.0,0.0,0.0,1.0,1.0,0.4180792735,0.3972143705,0.06426972151,0.06840723753
100,1.0,0.0,0.0,0.0,1.0,1.0,0.4276930983,0.4010500281,0.06640130281,0.07001310587
101,1.0,0.0,0.0,0.0,1.0,1.0,0.4160574823,0.3908076643,0.06312525272,0.06696766615
102,1.0,0.0,0.0,0.0,1.0,1.0,0.4289928635,0.4073634736,0.06517642736,0.06939041615
103,1.0,0.0,0.0,0.0,1.0,1.0,0.4306155722,0.4247629414,0.06500571966,0.07238632441
104,1.0,0.0,0.0,0.0,1.0,1.0,0.4418586254,0.4280944271,0.06466972828,0.07194858789
105,1.0,0.0,0.0,0.0,1.0,1.0,0.4482577996,0.4351873763,0.06516194344,0.07355189323
106,1.0,0.0,0.0,0.0,1.0,1.0,0.4654407463,0.4515752572,0.06776291132,0.07647931576
107,1.0,0.0,0.0,0.0,1.0,1.0,0.4650868865,0.4616628573,0.0665024519,0.0789539814
108,1.0,0.0,0.0,0.0,1.0,1.0,0.4777334678,0.4569816999,0.06864237785,0.07984340191
109,1.0,0.0,0.0,0.0,1.0,1.0,0.4882159066,0.4751444632,0.06973069906,0.08287662268
110,1.0,0.0,0.0,0.0,1.0,1.0,0.5017440686,0.4849265196,0.07278865576,0.08658325672
111,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5064114036,0.4889474463,0.06877410412,0.08247298002
112,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5120595198,0.4823751544,0.0721719861,0.08463543653
113,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5170615069,0.4921877913,0.07109707594,0.08496969938
114,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5204563894,0.491447514,0.07217723131,0.0854049325
115,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5154354875,0.4955356741,0.07082039118,0.08521479368
116,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5214479135,0.4988839962,0.07210105658,0.08734196424
117,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5255774988,0.498886664,0.07154303789,0.08590912819
118,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5230131967,0.4997210883,0.0723618269,0.0873029232
119,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5251306444,0.4980548704,0.07216101885,0.08700048923
120,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5227520901,0.4913081492,0.07052958012,0.08440423012
121,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5213563566,0.4972094648,0.07111752033,0.08551371098
122,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5243658556,0.5022153837,0.07171559334,0.08663249016
123,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.520171253,0.497218274,0.07159632444,0.08603107929
124,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5159764463,0.4972013639,0.07253408432,0.08727675676
125,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.515369969,0.486439589,0.07209205627,0.08551812172
126,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5355961564,0.4981140286,0.07721805573,0.09033048153
127,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5343751161,0.4917125467,0.07693994045,0.08879905939
128,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5304810104,0.4853976089,0.07655870914,0.08878475428
129,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5277379137,0.4788324695,0.07556468248,0.08694314957
130,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.518303804,0.4758490449,0.07516443729,0.0871091485
131,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.5204192967,0.4800469804,0.07437318563,0.08592361212
132,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.512935842,0.4720904506,0.07540297508,0.08605152369
133,1.0,0.0,0.0,0.0,1.0,1.0,0.4848683768,0.4489558047,0.06951755285,0.07776075602
134,1.0,0.0,0.0,0.0,1.0,1.0,0.3858539964,0.330940807,0.05302768946,0.05466771126
135,1.0,0.0,0.0,0.0,1.0,1.0,0.4121868774,0.1862759078,0.05222141743,0.02919906378
136,1.0,0.0,0.0,0.0,1.0,1.0,0.3890878021,0.1736619549,0.0508659482,0.02738934755
137,1.0,0.0,0.0,0.0,1.0,1.0,0.3140242116,0.1944305253,0.04335814714,0.03168475628
138,1.0,0.0,0.0,0.0,1.0,1.0,0.3227660217,0.2712299425,0.04686999321,0.04522538185
139,1.0,0.0,0.0,0.0,1.0,1.0,0.3451962824,0.304037312,0.0527112484,0.05188328028
140,1.0,0.0,0.0,0.0,1.0,1.0,0.3386180713,0.3036280176,0.05271923542,0.05164337158
141,1.0,0.0,0.0,0.0,1.0,1.0,0.3577125669,0.3218019264,0.05719727278,0.0550788641
142,1.0,0.0,0.0,0.0,1.0,1.0,0.3414693213,0.3105957333,0.05530083179,0.05269229412
143,1.0,0.0,0.0,0.0,1.0,1.0,0.3270899772,0.2949423184,0.05325257778,0.04965096712
144,1.0,0.0,0.0,0.0,1.0,1.0,0.3207106,0.2877648495,0.05249458551,0.04833656549
145,1.0,0.0,0.0,0.0,1.0,1.0,0.3260251693,0.2970476855,0.05349898338,0.04986315966
146,1.0,0.0,0.0,0.0,1.0,1.0,0.3286275778,0.2930462939,0.05265533924,0.04856556654
147,1.0,0.0,0.0,0.0,1.0,1.0,0.3398585462,0.3057297861,0.05515611172,0.05149644613
148,1.0,0.0,0.0,0.0,1.0,1.0,0.3409576187,0.3078774377,0.05502492189,0.05189549923
149,1.0,0.0,0.0,0.0,1.0,1.0,0.3447470811,0.3152085271,0.05524736643,0.05317229033
150,1.0,0.0,0.0,0.0,1.0,1.0,0.3638782713,0.3269776597,0.05862784386,0.0557358861
151,1.0,0.0,0.0,0.0,1.0,1.0,0.3714304977,0.3413480279,0.06009215117,0.05851083994
152,1.0,0.0,0.0,0.0,1.0,1.0,0.3732559157,0.3372731523,0.05999213457,0.05736094713
153,1.0,0.0,0.0,0.0,1.0,1.0,0.3735453475,0.3373116425,0.05964112282,0.05725550652
154,1.0,0.0,0.0,0.0,1.0,1.0,0.3691263187,0.3336645472,0.05922275782,0.05684322119
155,1.0,0.0,0.0,0.0,1.0,1.0,0.3629854763,0.3249716209,0.05795276165,0.05559265614
156,1.0,0.0,0.0,0.0,1.0,1.0,0.3597005503,0.3351974895,0.05815857649,0.0578930378
157,1.0,0.0,0.0,0.0,1.0,1.0,0.3792846625,0.3484447757,0.05833995342,0.05668097734
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,1.0,0.0,0.0,0.0,1.0,1.0,0.3170645636,0.3286301193,0.05513298512,0.05812931061
170,1.0,0.0,0.0,0.0,1.0,1.0,0.3493032607,0.3604797554,0.06395983696,0.0713045001
171,1.0,0.0,0.0,0.0,1.0,1.0,0.3856631557,0.3653550035,0.06800788641,0.07003366947
172,1.0,0.0,0.0,0.0,1.0,1.0,0.3795997705,0.3341883395,0.059920609,0.05776131153
173,1.0,0.0,0.0,0.0,1.0,1.0,0.3851838943,0.340931151,0.0612603426,0.05910140276
174,1.0,0.0,0.0,0.0,1.0,1.0,0.3864392781,0.341996454,0.06085330248,0.0589684844
175,1.0,0.0,0.0,0.0,1.0,1.0,0.3912344127,0.3609970981,0.06119406223,0.06119406223
176,1.0,0.0,0.0,0.0,1.0,1.0,0.3893273222,0.353839411,0.06201481819,0.06120938063
177,1.0,0.0,0.0,0.0,1.0,1.0,0.391306963,0.365420858,0.06146025658,0.06225842237
178,1.0,0.0,0.0,0.0,1.0,1.0,0.3892384303,0.3684651423,0.06078463793,0.06184637547
179,1.0,0.0,0.0,0.0,1.0,1.0,0.3862822746,0.3680486608,0.06056541204,0.06135886908
180,1.0,0.0,0.0,0.0,1.0,1.0,0.3849828265,0.3677192545,0.06083595753,0.06216424704
181,1.0,0.0,0.0,0.0,1.0,1.0,0.3837589978,0.3641498432,0.06096947193,0.06123453379
182,1.0,0.0,0.0,0.0,1.0,1.0,0.3821636675,0.3645761932,0.06087756157,0.06140697002
183,1.0,0.0,0.0,0.0,1.0,1.0,0.3654237144,0.3426657709,0.05735695362,0.05709260702
184,1.0,0.0,0.0,0.0,1.0,1.0,0.3017513046,0.2237311785,0.04595845938,0.03639483452
185,1.0,0.0,0.0,0.0,1.0,1.0,0.3095287231,0.09054169533,0.04445374012,0.01392525434
186,1.0,0.0,0.0,0.0,1.0,1.0,0.3066677666,0.08705939115,0.0442058444,0.01331502199
187,1.0,0.0,0.0,0.0,1.0,1.0,0.2952482164,0.0870594694,0.04297590256,0.01334655285
188,1.0,0.0,0.0,0.0,1.0,1.0,0.2474476332,0.1515819728,0.03762173653,0.0242806673
189,1.0,0.0,0.0,0.0,1.0,1.0,0.2828927379,0.2157886925,0.04417413473,0.0351806283
190,1.0,0.0,0.0,0.0,1.0,1.0,0.2994146525,0.2410229255,0.04713863134,0.03950160742
191,1.0,0.0,0.0,0.0,1.0,1.0,0.3212195221,0.2746070746,0.05098772049,0.04543983936
192,1.0,0.0,0.0,0.0,1.0,1.0,0.3279547287,0.2896471272,0.05270838737,0.04796463251
193,1.0,0.0,0.0,0.0,1.0,1.0,0.3325984174,0.2915042057,0.05338591337,0.04810023308
194,1.0,0.0,0.0,0.0,1.0,1.0,0.3282478571,0.2862328136,0.05287563801,0.04761445522
195,1.0,0.0,0.0,0.0,1.0,1.0,0.3364296522,0.2976043074,0.05371248722,0.0489962101
196,1.0,0.0,0.0,0.0,1.0,1.0,0.3290547409,0.2792090928,0.05282443762,0.04625421762
197,1.0,0.0,0.0,0.0,1.0,1.0,0.3486998854,0.3155287824,0.05613279343,0.05191618204
198,1.0,0.0,0.0,0.0,1.0,1.0,0.3445787361,0.3145209958,0.05576425791,0.05206429958
199,1.0,0.0,0.0,0.0,1.0,1.0,0.3406820716,0.308975529,0.0557448864,0.05178195238
200,1.0,0.0,0.0,0.0,1.0,1.0,0.3181157886,0.2779797302,0.05097448826,0.04545664787
201,1.0,0.0,0.0,0.0,1.0,1.0,0.2608034064,0.07113454081,0.03839147091,0.01073884964
202,1.0,0.0,0.0,0.0,1.0,1.0,0.2719069284,0.06447980251,0.03987526894,0.009699344635
203,1.0,0.0,0.0,0.0,1.0,1.0,0.2309115418,0.106469557,0.03481686115,0.01647818089
204,1.0,0.0,0.0,0.0,1.0,1.0,0.2798439101,0.2237315199,0.04405790567,0.03592818975
205,1.0,0.0,0.0,0.0,1.0,1.0,0.3150950162,0.2830136611,0.05103689432,0.04651802778
206,1.0,0.0,0.0,0.0,1.0,1.0,0.3277391191,0.2985555218,0.05292880535,0.04899847507
207,1.0,0.0,0.0,0.0,1.0,1.0,0.3358384545,0.3052094494,0.05409133434,0.05019050837
208,1.0,0.0,0.0,0.0,1.0,1.0,0.3398584612,0.3131160379,0.05488181114,0.05150043964
209,1.0,0.0,0.0,0.0,1.0,1.0,0.3414291538,0.3221469716,0.05577039719,0.05367571115
210,1.0,0.0,0.0,0.0,1.0,1.0,0.3376816453,0.3076407616,0.0543974638,0.05078816414
211,1.0,0.0,0.0,0.0,1.0,1.0,0.3390387383,0.3152814317,0.05493748188,0.0520734787
212,1.0,0.0,0.0,0.0,1.0,1.0,0.3428038935,0.3190043376,0.05518949032,0.05259841681
213,1.0,0.0,0.0,0.0,1.0,1.0,0.355965526,0.334718661,0.05748838186,0.05540734529
214,1.0,0.0,0.0,0.0,1.0,1.0,0.3564274393,0.3378616575,0.05784004927,0.05601626635
215,1.0,0.0,0.0,0.0,1.0,1.0,0.3550329974,0.3305116114,0.05733001232,0.05471217632
216,1.0,0.0,0.0,0.0,1.0,1.0,0.3579361159,0.331025526,0.0576646924,0.05476826429
217,1.0,0.0,0.0,0.0,1.0,1.0,0.3583979637,0.3399998633,0.05764138699,0.0563313365
218,1.0,0.0,0.0,0.0,1.0,1.0,0.3572335389,0.3384184503,0.05732244253,0.0557590723
219,1.0,0.0,0.0,0.0,1.0,1.0,0.3564785513,0.3310455199,0.05742323399,0.05506336689
220,1.0,0.0,0.0,0.0,1.0,1.0,0.3625429704,0.341079325,0.05839926004,0.05655777454
221,1.0,0.0,0.0,0.0,1.0,1.0,0.3613617454,0.3458384266,0.05842244625,0.05736976862
222,1.0,0.0,0.0,0.0,1.0,1.0,0.3572335947,0.3357744727,0.05769783258,0.05586194992
223,1.0,0.0,0.0,0.0,1.0,1.0,0.3585660471,0.3352358654,0.05767643452,0.05584955215
224,1.0,0.0,0.0,0.0,1.0,1.0,0.3558989047,0.3284331244,0.05728405714,0.05466836691
225,1.0,0.0,0.0,0.0,1.0,1.0,0.3566539356,0.3326265787,0.05744618177,0.05561834574
226,1.0,0.0,0.0,0.0,1.0,1.0,0.3532230453,0.3284328,0.05702400208,0.05492168665
227,1.0,0.0,0.0,0.0,1.0,1.0,0.3575763162,0.3373119556,0.05820769072,0.05663454533
228,1.0,0.0,0.0,0.0,1.0,1.0,0.3581536509,0.3404350815,0.05787163973,0.05682891607
229,1.0,0.0,0.0,0.0,1.0,1.0,0.35636494,0.3321028452,0.0570269227,0.05495321751
230,1.0,0.0,0.0,0.0,1.0,1.0,0.3587327182,0.3352359672,0.05822122097,0.05612313747
231,1.0,0.0,0.0,0.0,1.0,1.0,0.3576948069,0.3394334199,0.05763936043,0.05633538961
232,1.0,0.0,0.0,0.0,1.0,1.0,0.3612245677,0.3425760155,0.05822908878,0.05692350864
233,1.0,0.0,0.0,0.0,1.0,1.0,0.3513093847,0.3320930397,0.05641955137,0.05485230684
234,1.0,0.0,0.0,0.0,1.0,1.0,0.3493985556,0.3215868019,0.05673211813,0.05382949114
235,1.0,0.0,0.0,0.0,1.0,1.0,0.3550020533,0.3315907302,0.05710375309,0.05478870869
236,1.0,0.0,0.0,0.0,1.0,1.0,0.340682128,0.3070383775,0.05482339859,0.05092597008
237,1.0,0.0,0.0,0.0,1.0,1.0,0.3461483445,0.3073994875,0.05632418394,0.05156439543
238,1.0,0.0,0.0,0.0,1.0,1.0,0.3409577197,0.2992060052,0.05522167683,0.04998737574
239,1.0,0.0,0.0,0.0,1.0,1.0,0.3372197011,0.2954324643,0.05376178026,0.04882717133
240,1.0,0.0,0.0,0.0,1.0,1.0,0.3440165456,0.303290008,0.05538439751,0.05065971613
241,1.0,0.0,0.0,0.0,1.0,1.0,0.3459290789,0.3095754209,0.05560451746,0.05167025328
242,1.0,0.0,0.0,0.0,1.0,1.0,0.3491928002,0.320010646,0.05719172955,0.05425196886
243,1.0,0.0,0.0,0.0,1.0,1.0,0.35197355,0.3125240581,0.05667006969,0.05192565918
244,1.0,0.0,0.0,0.0,1.0,1.0,0.3607500968,0.3188695963,0.05806040764,0.05304610729
245,1.0,0.0,0.0,0.0,1.0,1.0,0.3616563891,0.3278925302,0.05854845047,0.05485618114
246,1.0,0.0,0.0,0.0,1.0,1.0,0.3598646321,0.3220423893,0.05834281445,0.05383449793
247,1.0,0.0,0.0,0.0,1.0,1.0,0.3617815001,0.3197571611,0.05872607231,0.05336296558
248,1.0,0.0,0.0,0.0,1.0,1.0,0.3629812443,0.3240124567,0.05824422836,0.05345702171
249,1.0,0.0,0.0,0.0,1.0,1.0,0.3668733325,0.3277912629,0.05897861719,0.0539535284
250,1.0,0.0,0.0,0.0,1.0,1.0,0.3665716243,0.3336847727,0.05901682377,0.0547824502
251,1.0,0.0,0.0,0.0,1.0,1.0,0.3686467044,0.3390965072,0.05938780308,0.05516469479
252,1.0,0.0,0.0,0.0,1.0,1.0,0.3772115285,0.3463412121,0.05984175205,0.0561016202
253,1.0,0.0,0.0,0.0,1.0,1.0,0.3717280532,0.3403416837,0.05932474136,0.05527991056
254,1.0,0.0,0.0,0.0,1.0,1.0,0.3701635839,0.3392144883,0.05892038345,0.05490309
255,1.0,0.0,0.0,0.0,1.0,1.0,0.3726441357,0.3359329115,0.05885225534,0.054512918
256,1.0,0.0,0.0,0.0,1.0,1.0,0.3288206127,0.2734957967,0.05141335726,0.04383665323
