frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
21,1.0,0.0,0.0,0.0,1.0,1.0,0.3510150131,0.36456518,0.06337827444,0.0640026927,0.4342560105,0.6009850364,0.4982207795,0.5999998137
22,1.0,0.0,0.0,0.0,1.0,1.0,0.354039336,0.3721699148,0.06447637081,0.06571042538,0.4305084635,0.5885171401,0.4930072008,0.5962439611
23,1.0,0.0,0.0,0.0,1.0,1.0,0.3564561978,0.3686749335,0.06436437368,0.06498026848,0.4385665929,0.5933018785,0.5,0.5924170877
24,1.0,0.0,0.0,0.0,1.0,1.0,0.354750612,0.3734756515,0.06423211098,0.0657761693,0.4436860241,0.5865384972,0.501754272,0.5915493851
25,1.0,0.0,0.0,0.0,1.0,1.0,0.3582905605,0.375229016,0.06402176619,0.06555336714,0.4373928352,0.583732347,0.4982456607,0.5981307561
26,1.0,0.0,0.0,0.0,1.0,1.0,0.2710663193,0.1984185915,0.04561281204,0.03351145983,0.4760147595,0.6190477435,0.5183822414,0.6481487081
27,1.0,0.0,0.0,0.0,1.0,1.0,0.3126747183,0.137790624,0.05208402872,0.02325177193,0.4655494239,0.5119045575,0.4963235229,0.5733324789
28,1.0,0.0,0.0,0.0,1.0,1.0,0.2906443705,0.197692002,0.04769748449,0.03323441744,0.4652908265,0.6322586853,0.5018314434,0.6296286997
29,1.0,0.0,0.0,0.0,1.0,1.0,0.3078059663,0.2462125604,0.05166649818,0.0420178771,0.4712430619,0.6325303985,0.5218979249,0.6666666667
30,1.0,0.0,0.0,0.0,1.0,1.0,0.3197481255,0.3066878234,0.05367481709,0.05214124918,0.4661792167,0.6114285841,0.5126353132,0.6470584201
31,1.0,0.0,0.0,0.0,1.0,1.0,0.3388242396,0.3302041919,0.05781340599,0.05720162392,0.4582959668,0.5925925926,0.5194346144,0.614973262
32,1.0,0.0,0.0,0.0,1.0,1.0,0.3506179138,0.3360799249,0.05976718664,0.05884295702,0.4484629235,0.5979384219,0.5105633815,0.607330071
33,1.0,0.0,0.0,0.0,1.0,1.0,0.3552394857,0.3447550716,0.0608176589,0.05990988016,0.4447392247,0.6019899035,0.5017420898,0.6161616363
34,1.0,0.0,0.0,0.0,1.0,1.0,0.3656928119,0.3596608298,0.06207454205,0.06267720461,0.4582593338,0.6019417383,0.5155708952,0.6105763973
35,1.0,0.0,0.0,0.0,1.0,1.0,0.3582230094,0.3482374105,0.06126856804,0.06126850843,0.4534050303,0.6000003891,0.5121949071,0.6099998541
36,1.0,0.0,0.0,0.0,1.0,1.0,0.3600476151,0.3631190298,0.06272959709,0.06489264965,0.4480922928,0.6059112832,0.5086504082,0.614285793
37,1.0,0.0,0.0,0.0,1.0,1.0,0.3637610322,0.3564442461,0.06355834007,0.06418758631,0.4576576341,0.5990095017,0.5139860036,0.6176467584
38,1.0,0.0,0.0,0.0,1.0,1.0,0.370817625,0.3700354474,0.06430661678,0.06553149223,0.4416961286,0.6095240832,0.5121107418,0.6074769245
39,1.0,0.0,0.0,0.0,1.0,1.0,0.3670711699,0.3765021515,0.0642837882,0.06702572107,0.4308094041,0.601895405,0.5,0.6090902219
40,1.0,0.0,0.0,0.0,1.0,1.0,0.3626522234,0.370979215,0.06559079885,0.06807762384,0.4221839756,0.6018959844,0.4949151474,0.5890410479
41,1.0,0.0,0.0,0.0,1.0,1.0,0.3612847582,0.3610025701,0.06644004583,0.06706100702,0.4358108264,0.6074771302,0.518394784,0.5925924609
42,1.0,0.0,0.0,0.0,1.0,1.0,0.3585589513,0.3697934612,0.06369954348,0.06608086824,0.4249790244,0.6074767405,0.5000001668,0.5855853906
43,1.0,0.0,0.0,0.0,1.0,1.0,0.3587740695,0.3604547211,0.06620740891,0.06712275743,0.4292804467,0.6082945616,0.5081968158,0.5909088891
44,1.0,0.0,0.0,0.0,1.0,1.0,0.3616399698,0.3483395793,0.06747549772,0.06563526392,0.4473684211,0.6136366648,0.5276872799,0.5841122726
45,1.0,0.0,0.0,0.0,1.0,1.0,0.3507976266,0.3457086919,0.06124824286,0.06095933914,0.4337748395,0.6179247257,0.5147541604,0.5924165565
46,1.0,0.0,0.0,0.0,1.0,1.0,0.3373010529,0.3244090999,0.06128704548,0.05977755785,0.4413964901,0.6256163528,0.5213115443,0.6010094715
47,1.0,0.0,0.0,0.0,1.0,1.0,0.3394955813,0.3254763648,0.06173849106,0.05963039398,0.4449047311,0.624390809,0.523026456,0.5909087274
48,1.0,0.0,0.0,0.0,1.0,1.0,0.3378630478,0.3162169302,0.05921250582,0.05629563332,0.4421315055,0.6256159272,0.5213114403,0.5906727906
49,1.0,0.0,0.0,0.0,1.0,1.0,0.3392448001,0.3200825438,0.05909228325,0.05677491426,0.4326122814,0.6225484263,0.5130719624,0.581633028
50,1.0,0.0,0.0,0.0,1.0,1.0,0.3442336172,0.326614964,0.06130683422,0.05923366547,0.430948321,0.6231879972,0.5032680362,0.5749997987
51,1.0,0.0,0.0,0.0,1.0,1.0,0.3437675985,0.3276860772,0.05932545662,0.05787855387,0.4328859211,0.6243896411,0.5081966992,0.5800002266
52,1.0,0.0,0.0,0.0,1.0,1.0,0.3440564392,0.3233487507,0.05876070261,0.05675423145,0.4391268701,0.6243907486,0.5163399825,0.5808084203
53,1.0,0.0,0.0,0.0,1.0,1.0,0.3436617897,0.3228716188,0.06113445759,0.05877178907,0.4186047077,0.6328502651,0.4967535264,0.5829150723
54,1.0,0.0,0.0,0.0,1.0,1.0,0.3511551595,0.3244940784,0.06180953979,0.05943226814,0.4374999524,0.625,0.5162336859,0.5949997392
55,1.0,0.0,0.0,0.0,1.0,1.0,0.3556192288,0.3304344165,0.06174844503,0.0594072938,0.4384486235,0.6208527878,0.5179154984,0.5812806201
56,1.0,0.0,0.0,0.0,1.0,1.0,0.3651317665,0.3374738641,0.06289684772,0.06084901094,0.4358537842,0.6139538718,0.5097401535,0.5721159356
57,1.0,0.0,0.0,0.0,1.0,1.0,0.3662337443,0.3457085404,0.06062269211,0.05977284908,0.4469177481,0.6168226688,0.5213117331,0.5829389463
58,1.0,0.0,0.0,0.0,1.0,1.0,0.3646843948,0.3425241565,0.06200522184,0.06054288149,0.4475043251,0.6179250679,0.5198674201,0.5893717001
59,1.0,0.0,0.0,0.0,1.0,1.0,0.3613901915,0.346982265,0.06050258875,0.06050252914,0.4463668103,0.6172245127,0.5182723355,0.5789477314
60,1.0,0.0,0.0,0.0,1.0,1.0,0.3542767337,0.3359327757,0.05911326408,0.05824393034,0.4474370194,0.6274507036,0.5217391603,0.5870651094
61,1.0,0.0,0.0,0.0,1.0,1.0,0.3568199302,0.3545319421,0.05872756243,0.05986791849,0.4350087038,0.6262137351,0.5101350862,0.5904758681
62,1.0,0.0,0.0,0.0,1.0,1.0,0.355318352,0.3427141497,0.05835443735,0.05835443735,0.4413309617,0.6157636424,0.5067566172,0.5862066852
63,1.0,0.0,0.0,0.0,1.0,1.0,0.3517198756,0.347263636,0.05870825052,0.05958014727,0.4320557868,0.623761753,0.5084744585,0.5756095755
64,1.0,0.0,0.0,0.0,1.0,1.0,0.3561330919,0.3528433171,0.05827909708,0.05970746279,0.4323143938,0.6225488642,0.5067565854,0.5885168085
65,1.0,0.0,0.0,0.0,1.0,1.0,0.3608604492,0.3593882459,0.05896127224,0.06069540977,0.4442478183,0.6176468804,0.5136986108,0.604761858
66,1.0,0.0,0.0,0.0,1.0,1.0,0.3607143407,0.3701006429,0.05861651897,0.06204771996,0.441901495,0.6195122745,0.5085323225,0.5990779913
67,1.0,0.0,0.0,0.0,1.0,1.0,0.3645538117,0.3666893623,0.05977267027,0.06208276749,0.4343611995,0.6183578492,0.5051195464,0.5999994239
68,1.0,0.0,0.0,0.0,1.0,1.0,0.3634337363,0.3673906958,0.05818670988,0.0607791543,0.4437443528,0.6237626906,0.5121953153,0.6066352524
69,1.0,0.0,0.0,0.0,1.0,1.0,0.3653682042,0.3782610855,0.05920469761,0.06265354156,0.4427683366,0.621359321,0.5104166892,0.6055042468
70,1.0,0.0,0.0,0.0,1.0,1.0,0.3573226249,0.3765260956,0.05798321962,0.06228893995,0.437168114,0.6138618849,0.510416813,0.608294459
71,1.0,0.0,0.0,0.0,1.0,1.0,0.3570684463,0.3722058582,0.05803126097,0.06144487858,0.4255691907,0.6176470286,0.5,0.6111115422
72,1.0,0.0,0.0,0.0,1.0,1.0,0.3580607062,0.3726443223,0.05890798569,0.06205362082,0.4278260838,0.616504707,0.4982815409,0.608294984
73,1.0,0.0,0.0,0.0,1.0,1.0,0.3543632817,0.3739410086,0.05817210674,0.06212556362,0.4234079807,0.6165040585,0.4897959403,0.6136358839
74,1.0,0.0,0.0,0.0,1.0,1.0,0.3564564815,0.3815436345,0.05894523859,0.06373977661,0.4419795877,0.617224353,0.5135134557,0.6194687369
75,1.0,0.0,0.0,0.0,1.0,1.0,0.3558488783,0.3806600944,0.05878984928,0.06385314465,0.436115921,0.622009875,0.5067115239,0.6299559965
76,1.0,0.0,0.0,0.0,1.0,1.0,0.3571248451,0.3823367806,0.06037646532,0.06524091959,0.4394581653,0.6161139406,0.5134229583,0.6184205357
77,1.0,0.0,0.0,0.0,1.0,1.0,0.3518442786,0.3727016159,0.05830609798,0.06281286478,0.4387755836,0.6280200447,0.5117056229,0.6278025289
78,1.0,0.0,0.0,0.0,1.0,1.0,0.3537544001,0.3781671985,0.05858242512,0.06370127201,0.4364260674,0.6165050618,0.5067567137,0.6250007018
79,1.0,0.0,0.0,0.0,1.0,1.0,0.3514332522,0.3722751749,0.0584448576,0.06329149008,0.4425385548,0.6292683026,0.5067115094,0.6306303591
80,1.0,0.0,0.0,0.0,1.0,1.0,0.3529466945,0.3752112829,0.05741065741,0.06245160103,0.4315246051,0.6195126408,0.5084172974,0.6233188008
81,1.0,0.0,0.0,0.0,1.0,1.0,0.3508030948,0.3786282266,0.05758577585,0.06328737736,0.4317984691,0.6138610889,0.4982935117,0.6216214944
82,1.0,0.0,0.0,0.0,1.0,1.0,0.3526431375,0.3764788519,0.0580316186,0.06312704086,0.4371773742,0.6195125559,0.5033784048,0.62780239
83,1.0,0.0,0.0,0.0,1.0,1.0,0.3600048112,0.3773058578,0.05949634314,0.0637460351,0.439108037,0.6190468081,0.506711542,0.6222223677
84,1.0,0.0,0.0,0.0,1.0,1.0,0.357495955,0.3752112273,0.05826616287,0.06246805191,0.4376613174,0.625,0.5050504797,0.6143496431
85,1.0,0.0,0.0,0.0,1.0,1.0,0.3557040319,0.3615726062,0.05853623152,0.06053501368,0.4427083164,0.6195127663,0.5085322689,0.613207445
86,1.0,0.0,0.0,0.0,1.0,1.0,0.3597990996,0.3666891247,0.05921840668,0.06150698662,0.4521738934,0.6183569531,0.5119453731,0.6093025014
87,1.0,0.0,0.0,0.0,1.0,1.0,0.3550877416,0.3610994192,0.05792796612,0.05962336063,0.4402080318,0.6243900933,0.5068493497,0.6161135403
88,1.0,0.0,0.0,0.0,1.0,1.0,0.3513398089,0.3606234481,0.05827838182,0.05940997601,0.4488053985,0.6310678917,0.515463731,0.6095237044
89,1.0,0.0,0.0,0.0,1.0,1.0,0.3203114634,0.2938498205,0.05122542381,0.0467466712,0.4903677719,0.6174862116,0.5457746202,0.6047911521
90,1.0,0.0,0.0,0.0,1.0,1.0,0.2593247789,0.09882545539,0.038877666,0.01504027843,0.5151514549,0.5328466146,0.5223880188,0.6226430049
91,1.0,0.0,0.0,0.0,1.0,1.0,0.2712240978,0.07247864737,0.04153299332,0.01080995798,0.5297398694,0.513698178,0.549618586,0.657897784
92,1.0,0.0,0.0,0.0,1.0,1.0,0.2365227257,0.1518380655,0.03767466545,0.02237814665,0.5765124502,0.5714281194,0.6038463125,0.5949371809
93,1.0,0.0,0.0,0.0,1.0,1.0,0.247266651,0.161327158,0.04014956951,0.02302283049,0.5813149405,0.6013987571,0.6181102379,0.6341470361
94,1.0,0.0,0.0,0.0,1.0,1.0,0.2579206079,0.2035155787,0.04282724857,0.028457582,0.5976229673,0.5657892173,0.6411291251,0.6039598776
95,1.0,0.0,0.0,0.0,1.0,1.0,0.2672923588,0.2468253716,0.04524058104,0.03428167105,0.584717684,0.5403729327,0.635627334,0.5655749534
96,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2755936602,0.2767050496,0.04688566923,0.03784745932,0.5996677927,0.536144295,0.6487603126,0.5522390645
97,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2903219496,0.3115415889,0.04909694195,0.04204279184,0.584307156,0.5459773464,0.6317992279,0.5436237614
98,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2912948056,0.3239716746,0.04923456907,0.04329246283,0.5879396498,0.5517233865,0.6313559738,0.5620911793
99,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2874430579,0.3139270709,0.04951411486,0.04183083773,0.5636364423,0.5344831945,0.6153843745,0.5510205826
100,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2801090207,0.3045507836,0.04818809032,0.04048937559,0.5572139605,0.5443793277,0.592274809,0.5563382251
101,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2733371231,0.2898814589,0.04616415501,0.03795093298,0.5637583899,0.5337427986,0.601731519,0.5522379855
102,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2728740043,0.2934532557,0.04710185528,0.03915697336,0.5559209853,0.5421683088,0.6042552051,0.5507249465
103,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2593592959,0.2702353164,0.04453855753,0.03574430943,0.5570248964,0.5477702403,0.6051501933,0.5555553703
104,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2583017958,0.2650693467,0.04391276836,0.03501540422,0.5591215865,0.5424834472,0.5999998195,0.5573765748
105,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2041112233,0.07530020238,0.03403669596,0.009682834148,0.4718309651,0.4482760432,0.4977171363,0.6060596734
106,1.0,0.0,0.0,0.0,1.0,1.0,0.21609561,0.07670099551,0.03561514616,0.00979411602,0.4522523484,0.3499999163,0.4511625019,0.09090909091
107,1.0,0.0,0.0,0.0,1.0,1.0,0.2016570245,0.06662963709,0.03325605392,0.008751630783,0.4584070912,0.3157897567,0.4533332063,0.1000013621
108,1.0,0.0,0.0,0.0,1.0,1.0,0.1780312897,0.05482150441,0.02922987938,0.007524490356,0.4497354286,0.4455440093,0.4514770626,0.5769249049
109,1.0,0.0,0.0,0.0,1.0,1.0,0.1757813619,0.1014471509,0.02943623066,0.0151386261,0.4087102285,0.6285713707,0.4548873247,0.6111093612
110,1.0,0.0,0.0,0.0,1.0,1.0,0.2271457725,0.2149533187,0.03770464659,0.03267735243,0.3249157758,0.6000009485,0.3566178027,0.5555555556
111,1.0,0.0,0.0,0.0,1.0,1.0,0.2752955113,0.2782134204,0.04565578699,0.044521451,0.2814371037,0.633541216,0.3226950289,0.5732475976
112,1.0,0.0,0.0,0.0,1.0,1.0,0.3051469807,0.3022366899,0.04966765642,0.04910957813,0.3070326238,0.6404495461,0.3539519354,0.5795451511
113,1.0,0.0,0.0,0.0,1.0,1.0,0.3400879996,0.3348298391,0.05682188272,0.0576915741,0.3142361525,0.6326526545,0.3703702935,0.5628140807
114,1.0,0.0,0.0,0.0,1.0,1.0,0.3553180597,0.3469822007,0.05804079771,0.05975627899,0.3082311545,0.6502465179,0.3687706882,0.574162331
115,1.0,0.0,0.0,0.0,1.0,1.0,0.3692429325,0.3512890712,0.06043487787,0.06188768148,0.3143872164,0.6346154415,0.3795379359,0.5727701837
116,1.0,0.0,0.0,0.0,1.0,1.0,0.3733182908,0.3493032625,0.0610037446,0.06189215183,0.3182230274,0.6310679422,0.3879598831,0.5693774329
117,1.0,0.0,0.0,0.0,1.0,1.0,0.3738787844,0.3552835203,0.06095433235,0.06363040209,0.3193430348,0.6292678586,0.3887041818,0.5747666834
118,1.0,0.0,0.0,0.0,1.0,1.0,0.3773215201,0.3541069001,0.06075227261,0.06341946125,0.3149171168,0.6390252086,0.3874171811,0.5747658369
119,1.0,0.0,0.0,0.0,1.0,1.0,0.3821398695,0.3506237895,0.0601271987,0.06186157465,0.3272058451,0.6346153274,0.4032785899,0.5794395225
120,1.0,0.0,0.0,0.0,1.0,1.0,0.3994101926,0.3768386167,0.06402057409,0.06754463911,0.3253894701,0.6238535612,0.4032789164,0.5782603593
121,1.0,0.0,0.0,0.0,1.0,1.0,0.3971539759,0.369859301,0.06322908401,0.06710636616,0.3120899864,0.6273585795,0.3914472225,0.5777771264
122,1.0,0.0,0.0,0.0,1.0,1.0,0.3860177065,0.3552834231,0.06109040976,0.06471955776,0.3078394105,0.6237624728,0.3887041091,0.5794390199
123,1.0,0.0,0.0,0.0,1.0,1.0,0.3909184855,0.3631306478,0.06167280674,0.06622993946,0.3082851776,0.6305424385,0.39666672,0.5825682129
124,1.0,0.0,0.0,0.0,1.0,1.0,0.3841758369,0.3521524498,0.05719035864,0.06096434593,0.3073170463,0.6243659425,0.3926174866,0.5857136991
125,1.0,0.0,0.0,0.0,1.0,1.0,0.3852320515,0.3533379719,0.05805587769,0.06220275164,0.3097344345,0.6275512928,0.3939394247,0.604762028
126,1.0,0.0,0.0,0.0,1.0,1.0,0.3938686674,0.3538290634,0.0572783947,0.06042867899,0.3123152918,0.6349997711,0.3959730513,0.5924168372
127,1.0,0.0,0.0,0.0,1.0,1.0,0.3837231781,0.3524522806,0.0572335124,0.06219762564,0.3085210975,0.6377545123,0.3973508905,0.5915488504
128,1.0,0.0,0.0,0.0,1.0,1.0,0.3938973919,0.3611843981,0.06001788378,0.06539267302,0.325490231,0.6268659384,0.4059405582,0.584475352
129,1.0,0.0,0.0,0.0,1.0,1.0,0.3969980266,0.3524522299,0.06065708399,0.06459975243,0.3227408104,0.6349998084,0.4006620406,0.5821596894
130,1.0,0.0,0.0,0.0,1.0,1.0,0.3957786247,0.3595355444,0.0584115386,0.06431180239,0.3230000338,0.6363641002,0.4059404489,0.5963300286
131,1.0,0.0,0.0,0.0,1.0,1.0,0.3985926594,0.3646173097,0.06099611521,0.06763929129,0.3208292217,0.6435639985,0.4039086509,0.5982143093
132,1.0,0.0,0.0,0.0,1.0,1.0,0.3910859507,0.3505382294,0.05987930298,0.06502044201,0.32114622,0.6414133672,0.402936346,0.5999998167
133,1.0,0.0,0.0,0.0,1.0,1.0,0.3970251206,0.3541710691,0.05970865488,0.06473362446,0.3244838004,0.6386136192,0.404530833,0.6027392846
134,1.0,0.0,0.0,0.0,1.0,1.0,0.4053401585,0.3569434555,0.06115007401,0.06594616175,0.3200795052,0.6421571494,0.4123374686,0.6045455819
135,1.0,0.0,0.0,0.0,1.0,1.0,0.3938393027,0.3557883724,0.06099975109,0.06743693352,0.3247524472,0.6432158889,0.4142393148,0.613636685
136,1.0,0.0,0.0,0.0,1.0,1.0,0.4073270674,0.3671089378,0.06199812889,0.06865161657,0.3240556643,0.6341462242,0.4142393708,0.6079296187
137,1.0,0.0,0.0,0.0,1.0,1.0,0.4052855808,0.3667824839,0.06320095062,0.0702573657,0.3297244406,0.6407770744,0.4166666667,0.6069873923
138,1.0,0.0,0.0,0.0,1.0,1.0,0.4009619303,0.3551071235,0.0621548295,0.06766605377,0.3260869419,0.6305422498,0.4147908751,0.6063344749
139,1.0,0.0,0.0,0.0,1.0,1.0,0.3981917101,0.3643124864,0.0600541234,0.06752353907,0.3230921539,0.6368157723,0.4064516855,0.6106189925
140,1.0,0.0,0.0,0.0,1.0,1.0,0.3918603826,0.3514165015,0.06023269892,0.06631678343,0.3247524351,0.6464651962,0.4096775977,0.600917122
141,1.0,0.0,0.0,0.0,1.0,1.0,0.4005621101,0.3567141825,0.06114208698,0.06653702259,0.3251473977,0.6323530845,0.4051446709,0.6036042089
142,1.0,0.0,0.0,0.0,1.0,1.0,0.3997768935,0.3606402595,0.06089937687,0.06723052263,0.3178217539,0.6386140261,0.4045306843,0.6053809552
143,1.0,0.0,0.0,0.0,1.0,1.0,0.4017362974,0.3631412081,0.06266373396,0.06908297539,0.325490132,0.6487806316,0.4147909656,0.6017695985
144,1.0,0.0,0.0,0.0,1.0,1.0,0.3989942527,0.3528382576,0.06131410599,0.06642365456,0.3228962651,0.6372555119,0.4025558519,0.606334866
145,1.0,0.0,0.0,0.0,1.0,1.0,0.4005581007,0.3608209066,0.06071656942,0.06693637371,0.3147604827,0.6341460063,0.3993610645,0.6017697145
146,1.0,0.0,0.0,0.0,1.0,1.0,0.3970253017,0.3551071047,0.05883485079,0.06436878443,0.314650953,0.6386136959,0.4019294106,0.6063352313
147,1.0,0.0,0.0,0.0,1.0,1.0,0.4005659894,0.3539689122,0.05916702747,0.0644133687,0.3208292232,0.6403937711,0.4070512946,0.5972848501
148,1.0,0.0,0.0,0.0,1.0,1.0,0.3985929718,0.3465807083,0.0601722002,0.06404465437,0.3168805282,0.6287133911,0.4000000645,0.586045858
149,1.0,0.0,0.0,0.0,1.0,1.0,0.3938689927,0.347702231,0.05787652731,0.06221723557,0.3123152738,0.6399995057,0.3948221337,0.5860464136
150,1.0,0.0,0.0,0.0,1.0,1.0,0.3962109542,0.3511109569,0.05946314335,0.06392282248,0.3121902883,0.6400003609,0.3954248227,0.5906977221
151,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3957989272,0.3423412382,0.06013947725,0.06376594305,0.3174129513,0.6482413305,0.4025973153,0.5971565177
152,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4009735642,0.3412332662,0.05984765291,0.06282514334,0.3153691784,0.6368157024,0.4045308229,0.5924171111
153,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3973685734,0.3457087979,0.05829834938,0.06212604046,0.3172691179,0.6414142344,0.4032788375,0.6018956118
154,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3929601329,0.3385730867,0.05878263712,0.06238156557,0.3119357563,0.6479590026,0.4039087389,0.6009617911
155,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.390954973,0.3407935852,0.05695098639,0.06074780226,0.3179539328,0.6461544419,0.4,0.6105767485
156,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3890044325,0.3298810048,0.05805575848,0.06013977528,0.3093812822,0.6461539567,0.3954247875,0.5940595335
157,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.384170128,0.3180043402,0.05688941479,0.05807459354,0.3433433527,0.6406250327,0.4285713353,0.5918364415
158,1.0,0.0,0.0,0.0,1.0,1.0,0.2672081663,0.1339123786,0.0376715064,0.02394628525,0.5025906517,0.6046520459,0.5555557778,0.5731695175
159,1.0,0.0,0.0,0.0,1.0,1.0,0.2632362987,0.09960661326,0.03630840778,0.01741623878,0.5053532249,0.5609747289,0.5304056588,0.6101692015
160,1.0,0.0,0.0,0.0,1.0,1.0,0.2777352158,0.1582450105,0.04115259647,0.02853649855,0.5334686692,0.5985406112,0.5633333047,0.6000004177
161,1.0,0.0,0.0,0.0,1.0,1.0,0.3312756982,0.2442724909,0.05235791206,0.04525852203,0.5468163759,0.6158193119,0.584664511,0.6013074994
162,1.0,0.0,0.0,0.0,1.0,1.0,0.3431327729,0.27228388,0.05764436722,0.05184942484,0.540417832,0.6190482591,0.5865386331,0.5999995402
163,1.0,0.0,0.0,0.0,1.0,1.0,0.3334396123,0.2734630035,0.05686467886,0.05028039217,0.522388091,0.6210521461,0.576547208,0.5892859471
164,1.0,0.0,0.0,0.0,1.0,1.0,0.3474086333,0.30081901,0.05951559544,0.05365204811,0.5068491888,0.6157639513,0.5624998538,0.5901634427
165,1.0,0.0,0.0,0.0,1.0,1.0,0.3270599479,0.2874212195,0.05723422766,0.05113309622,0.4916943352,0.6243653871,0.5522875368,0.5909093558
166,1.0,0.0,0.0,0.0,1.0,1.0,0.3219789306,0.2834481361,0.05609178543,0.04925823212,0.4897793611,0.6243656117,0.5540984799,0.6069364582
167,1.0,0.0,0.0,0.0,1.0,1.0,0.3145785143,0.2742576451,0.05379790068,0.04567217827,0.4803277987,0.6197917301,0.5488216705,0.5950914321
